creditscore,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,creditscorerange,agerange,balancerange,estimatedsalaryrange,tenurerange,geography_france,geography_germany,geography_spain
-0.7597453284005657,0,-1.3264139923674014,3,-1.2277389666669953,2,0,1,0.40904418646869867,0,0,0,2,2,1,True,False,False
1.0925860092741397,0,-0.2778034920662416,2,0.965160105777287,1,1,1,1.2101746781289497,0,3,1,2,2,1,False,True,False
-0.8218346469818408,0,0.4848223263346018,9,-1.2277389666669953,2,0,0,-1.1053796266363005,0,0,1,2,0,3,True,False,False
-0.7907899876912033,1,0.3894940990344964,3,1.037828288198954,1,1,1,-0.01886304807823047,0,0,1,2,2,1,False,True,False
-2.4775498091491754,0,-0.9451010831669796,0,-0.27090487430336924,2,1,1,-0.8405886622987546,0,0,0,1,1,0,True,False,False
-0.614870251710924,1,0.008181189834074678,3,-1.2277389666669953,3,1,0,0.6898675571165561,1,1,1,2,2,1,False,False,True
-1.2150669979965827,0,-0.2778034920662416,7,0.1396481814590877,1,0,1,0.9759945377840354,0,0,1,1,2,3,True,False,False
-1.0081026027256659,0,0.19883764443428553,9,0.537159306881876,2,0,0,-0.34063755802071016,0,0,1,1,2,3,False,True,False
-1.3495938549226787,1,0.29416587173439096,6,-1.2277389666669953,2,1,1,-1.176157766189564,0,0,1,2,0,2,False,False,True
0.7407465373135812,1,-0.9451010831669796,9,-1.2277389666669953,2,1,1,0.7173795062659155,0,2,0,2,2,3,False,False,True
-1.8152637442822417,1,0.5801505536347072,0,0.924262725380946,1,1,0,-1.2920609284137603,1,0,1,2,0,0,True,False,False
-1.660040447829054,0,-0.7544446285667687,3,1.1005111049625573,1,0,1,0.2253334974689492,0,0,0,2,2,1,False,False,True
1.5893005579243402,0,-0.5637881739665579,7,-0.000807937897854761,1,0,1,-0.049371121664431056,0,4,0,1,2,3,False,False,True
2.065318667047449,0,-0.2778034920662416,7,-1.2277389666669953,1,1,1,-1.0635132345775433,0,4,1,2,1,3,True,False,False
-0.7080042295828366,0,0.19883764443428553,6,-0.10016824859019095,2,0,1,1.3514932589493664,0,1,1,1,2,2,False,True,False
-1.8463084035728792,0,0.1035094171341801,4,-1.2277389666669953,1,1,0,-0.5472747833403542,0,0,1,2,2,2,False,False,True
-1.9187459419177,1,1.1521199174353398,8,0.7360648929043339,1,0,0,1.4082102517020003,1,0,2,2,2,3,True,False,False
-0.9770579434350284,1,2.105402190436394,2,0.6542738185819026,1,1,1,-0.12501970085951977,0,0,2,1,2,1,True,False,False
1.8997471508307153,1,0.961463462835129,2,0.8782703225357928,1,0,0,1.6381338157065246,1,4,1,2,2,1,True,False,False
0.09915691197373905,1,2.105402190436394,5,1.2715453730781339,1,1,1,1.004259344791475,0,1,2,2,2,2,False,False,True
1.2995504045450565,1,-0.6591164012666634,4,0.5260772964649478,2,1,1,0.44439402107301196,0,3,0,1,2,2,False,True,False
1.8480060520129862,1,-1.1357575377671905,9,0.5681437687746407,1,1,1,0.3245903900813991,1,4,0,1,2,3,False,True,False
-0.1388521425878153,1,0.008181189834074678,9,0.9816395894848825,1,1,1,0.2878991700342251,1,1,1,2,2,3,False,True,False
-1.0391472620163036,0,-0.08714703746603075,2,0.42943167040881197,1,0,1,-0.1826531779736257,0,0,1,1,2,1,False,True,False
1.2995504045450565,1,-0.18247526476613618,2,0.435487739623796,2,1,0,1.6334424855060465,0,3,1,1,2,1,False,True,False
0.492389262988481,0,0.4848223263346018,10,0.637348432255312,2,1,0,1.7031164100751295,0,2,1,1,2,3,False,True,False
-0.676959570292199,0,-0.2778034920662416,5,1.1131851896837528,2,0,0,-0.26101021565604404,0,1,1,2,2,2,False,True,False
1.4237290417076067,1,-0.5637881739665579,5,-1.2277389666669953,2,0,0,0.27655774203943806,0,3,0,2,2,2,True,False,False
0.047415813156009845,0,0.19883764443428553,8,0.7847848028909059,1,0,0,1.104591421879439,1,1,1,2,2,3,False,True,False
-0.5113880540754656,0,0.29416587173439096,1,0.3509633880325969,1,1,0,-1.0775559074181125,1,1,1,1,1,0,False,True,False
-0.32512009833164046,0,0.3894940990344964,1,0.7791741554509705,1,1,1,0.21378674460377675,0,1,1,2,2,0,True,False,False
0.05776403291955569,0,0.5801505536347072,5,0.8216884537554406,1,1,0,-0.2489933444929539,0,1,1,2,2,2,True,False,False
0.7717911966042187,0,-1.8983833561680339,0,-0.011392915956227496,1,0,0,-0.9790458906195325,0,2,0,1,1,0,False,True,False
-0.37686119714936966,0,1.1521199174353398,4,-0.5756196897367974,1,1,1,-0.9586096441157784,0,1,2,1,1,2,True,False,False
0.947710932584498,0,-0.37313171936634704,5,0.9658230292971146,1,0,0,-0.2947031999566555,0,3,1,2,2,2,False,True,False
0.3785588455894768,1,-1.1357575377671905,9,1.2138083568588556,2,0,0,0.4439956873056147,0,2,0,2,2,3,False,True,False
-0.9874061631985743,0,-0.5637881739665579,1,-0.32880617887076746,2,0,0,1.3642330777494864,0,0,0,1,2,0,False,False,True
0.34751418629883923,0,1.628761053935867,8,0.03378974568433894,1,1,1,-0.03274614109237315,0,2,2,1,2,3,False,False,True
-0.4906916145483739,0,-1.231085765067296,4,0.5219939696779232,1,1,1,-0.14812376313847073,0,1,0,1,2,2,False,True,False
1.0408449104564106,1,-0.2778034920662416,6,1.4943420111061465,2,1,1,-1.2931980446410964,0,3,1,2,0,2,False,True,False
-0.7183524493463824,1,-0.46845994666645246,1,0.40124876562510664,1,1,0,0.16137383266025931,0,1,0,1,2,0,False,True,False
0.8752733942396771,0,0.3894940990344964,10,0.7466064347262765,2,1,1,1.6787328941051392,0,2,1,2,2,3,False,True,False
0.10950513173728489,1,-0.37313171936634704,5,1.1881096521800372,2,0,1,0.21812126346137395,0,1,1,2,2,2,False,True,False
0.25438020842692666,1,-1.7077269015678231,8,0.3490005830461821,1,1,0,-1.461317415119786,0,2,0,1,0,3,True,False,False
0.9063180535303147,0,1.8194175085360778,2,0.91595053637266,4,1,0,-1.282368785196174,1,2,2,2,0,1,False,True,False
1.6824345357962527,0,-0.9451010831669796,6,-1.2277389666669953,1,1,0,-1.184192707218495,0,4,0,2,0,2,True,False,False
0.06811225268310153,1,-0.18247526476613618,0,1.3945784326246695,1,0,1,-1.0038572986930168,0,1,1,2,1,0,False,False,True
-0.48034339478482807,1,-1.3264139923674014,5,1.3011930888018068,2,1,1,-0.7536097394849149,0,1,0,2,1,2,False,True,False
-1.3599420746862245,0,-0.2778034920662416,9,-1.2277389666669953,2,0,1,0.779475412418227,0,0,1,2,2,3,True,False,False
0.8752733942396771,1,-1.7077269015678231,1,1.636779688363387,2,1,0,-1.3876854885933847,0,2,0,2,0,0,True,False,False
0.14054979102792242,0,1.5334328266357615,8,-1.2277389666669953,2,1,1,0.6668588556600124,0,1,2,2,2,3,True,False,False
0.2854248677175642,1,-0.6591164012666634,9,-1.2277389666669953,1,1,1,0.8260692028851994,0,2,0,2,2,3,True,False,False
1.1029342290376856,0,-0.5637881739665579,5,0.010485804136503882,1,0,1,1.63591465324708,0,3,0,1,2,2,False,False,True
-2.425808710331446,1,0.19883764443428553,10,0.7307329746715987,2,1,0,-0.05204263223163979,0,0,1,2,2,3,False,True,False
0.15089801079146825,1,-0.46845994666645246,1,0.3213084596497382,2,0,0,1.234308883609363,0,1,0,1,2,0,True,False,False
1.3098986243086024,1,-0.6591164012666634,2,-1.2277389666669953,1,1,0,0.6192936867788174,1,3,0,2,2,1,True,False,False
-1.1115848003611244,1,-0.2778034920662416,3,-1.2277389666669953,2,0,0,-1.323790394673668,0,0,1,2,0,1,True,False,False
-1.4944689316123205,1,-0.46845994666645246,4,0.2197234443018872,1,1,1,1.020039625532581,0,0,0,1,2,2,True,False,False
0.016371153865372322,1,3.4399973726378703,10,-1.2277389666669953,2,1,1,0.23604804241902033,0,1,2,2,2,3,False,False,True
1.0304966906928648,0,-1.6123986742677177,3,0.7225932483585098,1,1,0,0.4817974562661331,1,3,0,2,2,1,False,False,True
0.8131840756584021,0,-0.8497728558668742,9,-1.2277389666669953,2,1,0,0.8904414528019042,0,2,0,2,2,3,True,False,False
-0.045718164715902725,1,0.6754787809348127,4,-1.2277389666669953,3,1,0,-0.1408969259053239,1,1,1,2,2,2,True,False,False
-0.15954858211490697,1,-1.040429310467085,3,0.08053595155506002,2,1,1,0.9770405158084066,0,1,0,1,2,1,False,True,False
-0.03536994495235689,1,0.4848223263346018,5,-1.2277389666669953,3,1,1,1.2834242816533394,1,1,1,2,2,2,False,False,True
1.6306934369785235,0,0.5801505536347072,7,0.6736229789575345,2,1,0,0.807099436925286,0,4,1,1,2,3,True,False,False
-1.3082009758684954,1,-0.2778034920662416,10,-1.2277389666669953,2,1,0,0.147000387963371,0,0,1,2,2,3,True,False,False
1.2271128662002357,0,-0.9451010831669796,8,-1.2277389666669953,2,1,1,1.2497381591093215,0,3,0,2,2,3,True,False,False
0.823532295421948,0,0.29416587173439096,4,-1.2277389666669953,2,0,1,-0.2687886325538511,0,2,1,2,2,2,False,False,True
-1.4013349537404078,0,-0.37313171936634704,10,1.5976030881674503,1,0,1,0.3522057934070965,0,0,1,2,2,3,False,False,True
1.268505745254419,0,0.19883764443428553,9,0.4203927659172331,1,0,1,-0.6450806783469182,0,3,1,1,1,3,False,False,True
1.6927827555597985,0,-0.9451010831669796,8,0.32837462171335746,2,1,1,1.6893395863169531,0,4,0,1,2,3,False,True,False
0.6165679001510311,0,-1.6123986742677177,8,-1.2277389666669953,2,0,0,-0.02840599207551957,0,2,0,2,2,3,False,False,True
-2.456853369622084,0,-0.46845994666645246,9,-1.2277389666669953,2,0,0,-1.6666215242929772,0,0,0,2,0,3,True,False,False
0.15089801079146825,1,0.1035094171341801,6,-1.2277389666669953,1,1,1,1.066008820207035,0,1,1,2,2,2,True,False,False
-0.2837272192774571,1,0.4848223263346018,6,-1.2277389666669953,2,0,0,1.1595116900593427,0,1,1,2,2,2,True,False,False
0.9063180535303147,0,-0.7544446285667687,9,0.09737318315826898,1,1,0,-1.0431422627326692,0,2,0,1,1,3,True,False,False
-1.266808096814312,0,-0.2778034920662416,7,-1.2277389666669953,2,1,0,-0.7164902754492936,0,0,1,2,1,3,False,False,True
0.20263910960919745,1,2.486715099636816,1,-1.2277389666669953,1,1,1,1.3441325294914008,1,2,2,2,2,0,False,False,True
-0.2940754390410029,1,0.6754787809348127,4,0.488445487585283,2,1,1,-1.23643495495955,1,1,1,1,0,2,False,False,True
-0.7080042295828366,0,-0.6591164012666634,1,0.19778093224569082,1,1,1,-1.6046836144848011,0,1,0,1,0,0,False,True,False
1.3926843824169692,1,-0.2778034920662416,2,0.37197835211750624,1,0,1,-1.1310114544789427,0,3,1,1,0,1,False,True,False
-0.46999517502128224,0,-0.5637881739665579,5,1.1779681725209303,1,0,0,-0.517213779587615,0,1,0,2,2,2,False,False,True
-1.7738708652280581,0,-0.37313171936634704,9,0.2602148321267282,1,1,0,-0.031840037337030336,1,0,1,1,2,3,False,True,False
0.35786240606238506,0,-0.8497728558668742,3,0.22339693176584607,1,0,1,-0.6716896907055165,0,2,0,1,1,1,False,True,False
-1.1633258991788535,0,0.008181189834074678,7,0.5041823879593774,2,1,0,-1.3024719725914111,0,0,1,1,0,3,False,True,False
-0.9149686248537534,0,0.29416587173439096,2,0.37889449087006194,1,0,0,-0.25445037635231565,0,0,1,1,2,1,True,False,False
0.25438020842692666,0,-0.2778034920662416,9,0.4742971353265206,1,0,1,-1.3770177443421332,0,2,1,1,0,3,False,False,True
0.7303983175500354,0,-1.040429310467085,9,1.2482153056759153,2,0,1,0.0007283226520954746,1,2,0,2,2,3,False,True,False
-0.23198612045972786,1,-0.8497728558668742,9,0.8936049168086381,2,1,1,-0.4766354624012586,0,1,0,2,2,3,False,True,False
0.18194267008210577,1,-0.18247526476613618,6,1.4628137147107765,1,1,0,0.25298320957761583,0,1,1,2,2,2,False,True,False
-1.4944689316123205,1,0.19883764443428553,1,-1.2277389666669953,2,1,0,-1.2226813556083065,0,0,1,2,0,0,True,False,False
-1.3082009758684954,1,-0.7544446285667687,8,0.5003922156979247,1,1,0,1.7324324733812433,1,0,0,1,2,3,False,True,False
0.5027374827520269,0,-0.46845994666645246,4,1.740251214791599,2,1,0,0.34440626341207764,0,2,0,2,2,2,False,True,False
1.8376578322494403,0,-0.46845994666645246,8,0.8468356304285223,2,0,0,-1.1106856998505974,0,4,0,2,0,3,True,False,False
0.24403198866338083,0,0.008181189834074678,6,0.6987369773983616,1,0,0,-0.019856771187002478,0,2,1,2,2,2,False,False,True
0.05776403291955569,1,0.008181189834074678,6,-1.2277389666669953,2,1,0,0.7004329028463301,0,1,1,2,2,2,True,False,False
0.34751418629883923,1,0.8661352355350236,10,0.7979671396627237,1,1,1,1.7043515262620237,0,2,1,2,2,3,False,True,False
-0.2630307797503654,1,-1.040429310467085,3,-1.2277389666669953,1,0,0,1.4495349168747964,0,1,0,2,2,1,True,False,False
-2.260237194114713,0,0.29416587173439096,9,1.2182092009313685,1,1,0,0.15844843709907794,1,0,1,2,2,3,True,False,False
-1.0494954817798494,1,1.2474481447354453,1,-1.2277389666669953,1,0,1,-1.6296407029290472,1,0,2,2,0,0,True,False,False
-0.2630307797503654,0,1.628761053935867,0,1.1525546083019218,1,1,0,-0.9577510448291623,1,1,2,2,1,0,False,True,False
1.8376578322494403,1,0.19883764443428553,7,-1.2277389666669953,2,1,0,1.2336950203079275,0,4,1,2,2,3,True,False,False
1.2374610859637816,0,-1.4217422196675067,9,0.404358703984686,1,1,0,1.1611641418011254,0,3,0,1,2,3,True,False,False
1.1132824488012314,1,-0.46845994666645246,3,-1.2277389666669953,2,1,1,0.4040803213717111,0,3,0,2,2,1,True,False,False
1.4961665800524275,1,-0.5637881739665579,9,0.8697412729079887,1,1,1,0.24061304592118057,0,3,0,2,2,3,False,True,False
0.3785588455894768,0,-0.08714703746603075,9,0.7368430586898181,1,1,1,-1.1550740513713127,0,2,1,2,0,3,True,False,False
0.36821062582593095,0,-1.3264139923674014,1,-1.2277389666669953,2,0,1,-1.4919952731960657,0,2,0,2,0,0,True,False,False
1.4340772614711526,0,0.008181189834074678,7,0.7730280081368223,2,1,1,0.4073338496520605,0,3,1,2,2,3,False,True,False
-0.6355666912380157,1,1.0567916901352343,5,1.0946579518926653,2,1,1,-1.1668208508325675,0,1,2,2,0,2,False,True,False
-1.9601388209718833,1,-0.46845994666645246,5,-0.20732512329968952,1,0,1,1.1704526729770113,0,0,0,1,2,2,False,True,False
-0.1388521425878153,0,0.1035094171341801,2,0.9114251537182068,1,0,1,-0.14241143874532217,0,1,1,2,2,1,True,False,False
-0.6873077900557449,1,0.8661352355350236,2,2.18859636074896,1,1,0,-0.45917985739639045,1,1,1,2,2,1,False,False,True
-0.7390488888734741,1,-0.37313171936634704,1,0.8477495544880141,2,0,1,-1.630436314808981,1,0,1,2,0,0,False,False,True
1.0925860092741397,0,0.4848223263346018,10,0.9753612100856622,1,1,0,1.553296816604829,0,3,1,2,2,3,False,True,False
0.13020157126437656,0,-0.46845994666645246,7,-1.2277389666669953,2,1,1,1.392896042581846,0,1,0,2,2,3,True,False,False
0.3268177467717476,1,0.3894940990344964,5,0.789432319907571,1,1,1,1.6197050728626654,0,2,1,2,2,2,True,False,False
1.4754701405253359,0,1.2474481447354453,2,-1.2277389666669953,1,1,0,1.018078394744075,1,3,2,2,2,1,False,False,True
0.41995172464366015,1,-0.7544446285667687,5,-0.5719391498949681,1,1,0,0.4390520555934548,1,2,0,1,2,2,True,False,False
-1.7117815466467832,1,-1.7077269015678231,5,0.5859598383700133,1,1,1,-0.8290065449957522,0,0,0,1,1,2,False,False,True
-0.15954858211490697,1,-0.9451010831669796,8,0.9889025770036153,2,1,0,0.7005319584607492,0,1,0,2,2,3,False,False,True
-0.0043252856617193615,0,-0.18247526476613618,5,0.486745063111914,1,0,0,-1.3506138809114434,0,1,1,1,0,2,True,False,False
0.8752733942396771,0,0.4848223263346018,9,0.7065620714896369,1,1,0,-0.46489640440898145,0,2,1,2,2,3,True,False,False
1.071889569747048,1,-0.6591164012666634,7,-1.2277389666669953,2,1,0,-0.20653525788483415,0,3,0,2,2,3,False,False,True
-1.194370558469491,1,0.8661352355350236,9,-1.2277389666669953,1,1,0,0.8556653666143238,1,0,1,2,2,3,True,False,False
0.6786572187323061,0,0.29416587173439096,8,-1.2277389666669953,2,1,0,1.3994618639297849,0,2,1,2,2,3,False,False,True
-1.1529776794153077,0,-0.18247526476613618,2,0.8176043255618399,1,1,0,-0.04597947853982061,0,0,1,2,2,1,True,False,False
-0.37686119714936966,1,0.3894940990344964,6,-1.2277389666669953,2,1,1,0.1369181802747952,0,1,1,2,2,2,True,False,False
0.5751750210968477,0,1.7240892812359725,7,-1.2277389666669953,1,1,0,-1.4659242929314165,1,2,2,2,0,3,False,False,True
1.1132824488012314,1,-0.5637881739665579,7,-1.2277389666669953,2,0,0,-0.32132505611605783,0,3,0,2,2,3,True,False,False
-0.6666113505286532,1,-1.040429310467085,2,-1.2277389666669953,2,1,1,-0.1617297467517076,0,1,0,2,2,1,False,False,True
-0.045718164715902725,1,3.2493409180376593,6,0.3311450842472608,1,0,1,0.060878129068903025,0,1,2,1,2,2,True,False,False
-0.20094146116909034,1,-0.5637881739665579,4,0.7476753508176043,1,0,0,0.20106751107343837,0,1,0,2,2,2,False,True,False
0.689005438495852,1,-1.6123986742677177,6,0.39206801216954157,1,0,1,-0.29136046884058614,0,2,0,1,2,2,False,False,True
0.34751418629883923,0,-0.8497728558668742,2,-1.2277389666669953,2,1,0,-0.312926441987652,0,2,0,2,2,1,True,False,False
1.547907678870157,1,0.961463462835129,7,0.5034172049604272,1,0,0,-0.9524546484510875,0,4,1,1,1,3,True,False,False
0.7303983175500354,1,-0.2778034920662416,2,-1.2277389666669953,2,1,1,0.1006084035172491,0,2,1,2,2,1,False,False,True
0.3371659665352934,0,-0.9451010831669796,0,0.9152685393763189,1,1,0,-0.8036525303239228,1,2,0,2,1,0,False,False,True
0.09915691197373905,0,-0.7544446285667687,9,0.778818811775086,2,1,1,0.6793998594613868,0,1,0,2,2,3,False,True,False
0.554478581569756,1,-1.4217422196675067,7,0.5839883781925757,1,1,0,1.077540969846636,1,2,0,1,2,3,False,True,False
-0.3665129773858238,1,0.19883764443428553,9,0.5195394216163557,1,1,0,1.6756834590978376,0,1,1,1,2,3,False,False,True
0.17159445031855994,1,0.008181189834074678,2,-1.2277389666669953,2,1,0,-1.0651259233195767,1,1,1,2,1,1,False,False,True
0.3268177467717476,0,-1.4217422196675067,9,-0.2992323528334198,2,0,0,-0.8467274712555829,0,2,0,1,1,3,False,True,False
-1.722129766410329,1,-0.9451010831669796,4,0.8577515894028631,1,1,0,1.1041858744704947,0,0,0,2,2,2,True,False,False
-0.23198612045972786,0,-1.1357575377671905,5,0.3081806185251017,2,1,0,0.9630636454541478,0,1,0,1,2,2,False,True,False
-1.7635226454645123,0,0.4848223263346018,10,0.8496442399154526,1,1,0,-1.6852974663166918,1,0,1,2,0,3,False,True,False
-0.7493971086370199,0,-0.8497728558668742,4,1.4884217001651698,1,1,0,0.1922622938812273,0,0,0,2,2,2,True,False,False
-1.4323796130310456,0,0.1035094171341801,5,-1.2277389666669953,2,1,1,0.7952298296152486,0,0,1,2,2,2,True,False,False
-1.722129766410329,1,-0.37313171936634704,7,0.9179183100798469,1,1,1,-1.3015071040488286,0,0,1,2,0,3,False,False,True
-1.4530760525581372,1,-0.8497728558668742,0,-1.2277389666669953,2,1,1,0.5154045806380828,0,0,0,2,2,0,True,False,False
-0.45964695525773636,0,-0.2778034920662416,5,1.8252911913739216,2,0,0,1.3739760683428581,0,1,1,2,2,2,False,True,False
-0.5527809331296489,1,0.1035094171341801,8,0.4070201752242266,1,0,1,-0.11410616496822679,0,1,1,1,2,3,False,False,True
1.071889569747048,1,1.5334328266357615,3,1.3625482954312869,1,1,0,-1.6394090292390728,1,3,2,2,0,1,False,True,False
2.065318667047449,1,0.5801505536347072,2,0.7326811940583268,1,1,1,-1.4388055752176283,0,4,1,2,0,1,False,False,True
-1.4530760525581372,0,2.486715099636816,2,-1.2277389666669953,2,1,1,-0.935801693025224,0,0,2,2,1,1,True,False,False
1.3202468440721484,1,0.5801505536347072,1,1.3712292917459374,2,1,0,1.2891608861082815,0,3,1,2,2,0,False,True,False
-0.14920036235136114,0,0.29416587173439096,2,-1.2277389666669953,2,1,1,-0.8056188634442552,0,1,1,2,1,1,True,False,False
1.5893005579243402,1,1.0567916901352343,4,-1.2277389666669953,1,1,1,-1.6312097579368428,1,4,2,2,0,2,True,False,False
-1.4116831735039537,0,-0.6591164012666634,8,-1.2277389666669953,2,1,0,-0.09505053907965229,0,0,0,2,2,3,True,False,False
0.823532295421948,1,0.008181189834074678,1,0.3592170743608206,1,1,0,1.6483391831288359,0,2,1,1,2,0,True,False,False
-1.2978527561049495,1,-0.18247526476613618,0,-1.2277389666669953,1,0,1,0.5324402109509115,0,0,1,2,2,0,False,False,True
-0.35616475762227795,0,-0.8497728558668742,5,-1.2277389666669953,2,0,1,1.6687961908448488,0,1,0,2,2,2,False,False,True
0.3785588455894768,1,-0.46845994666645246,7,0.5576054325790025,2,1,0,0.8322996778724225,0,2,0,1,2,3,False,True,False
0.6683089989687603,1,0.19883764443428553,8,-0.3267199572716189,2,0,0,-0.14562643562325983,1,2,1,1,2,3,True,False,False
-1.4323796130310456,1,-0.2778034920662416,3,0.12387762200879321,2,1,0,-1.470600843963846,0,0,1,1,0,1,True,False,False
-1.7738708652280581,0,0.1035094171341801,1,-1.2277389666669953,2,0,0,0.2416901657639393,0,0,1,2,2,0,True,False,False
-0.5113880540754656,0,-0.6591164012666634,8,0.2630838676695033,1,1,0,-0.25163512078158945,0,1,0,1,2,3,True,False,False
-0.7287006691099283,0,-0.9451010831669796,9,-0.23863591795028047,2,1,0,0.4718470294926548,0,1,0,1,2,3,False,False,True
-0.35616475762227795,1,-0.6591164012666634,6,-1.2277389666669953,2,1,1,-1.025007167882532,0,1,0,2,1,2,False,False,True
0.7303983175500354,0,-0.18247526476613618,3,0.4988216190898993,1,1,1,1.0087059390067714,0,2,1,1,2,1,False,True,False
-1.5462100304300497,0,1.7240892812359725,10,-1.2277389666669953,2,1,1,-0.9397501940887975,0,0,2,2,1,3,True,False,False
-1.3392456351591329,0,-0.37313171936634704,6,0.3177550228908933,1,1,0,-1.597049294475465,0,0,1,1,0,2,True,False,False
2.065318667047449,0,-0.8497728558668742,2,1.0328688637428343,1,1,1,-1.676403574116191,0,4,0,2,0,1,False,False,True
1.1236306685647772,0,0.29416587173439096,4,0.46194954364446644,1,0,1,0.3545155662420752,0,3,1,1,2,2,True,False,False
-1.390986733976862,0,1.0567916901352343,5,-1.2277389666669953,1,0,1,0.7897421837649298,1,0,2,2,2,2,False,False,True
0.626916119914577,1,-0.08714703746603075,2,0.8402435804953795,2,1,1,-1.5286706584203307,1,2,1,2,0,1,True,False,False
-1.4323796130310456,0,-0.5637881739665579,3,1.6038968545729335,1,1,0,-0.11592453046559906,0,0,0,2,2,1,False,False,True
-1.0391472620163036,0,-0.18247526476613618,3,-1.2277389666669953,1,1,1,1.379578428688028,0,0,1,2,2,1,True,False,False
-0.4389505157306447,1,0.19883764443428553,3,0.2110076669418299,1,0,0,1.7250314530960982,1,1,1,1,2,1,False,False,True
-0.3354683180951863,0,-0.46845994666645246,5,0.9353299899168721,1,1,1,0.891937667624319,0,1,0,2,2,2,True,False,False
-0.07676282400654025,0,0.5801505536347072,5,-1.2277389666669953,1,1,0,0.7258323106771648,1,1,1,2,2,2,True,False,False
0.2129873293727433,0,0.5801505536347072,2,0.4772831762294201,1,0,1,1.0029614171403747,0,2,1,1,2,1,True,False,False
0.39925528511656844,0,-0.5637881739665579,2,1.365847365742848,2,1,0,1.1985615949500363,0,2,0,2,2,1,False,True,False
-0.4906916145483739,0,-0.7544446285667687,8,-1.2277389666669953,2,1,1,1.2079414402713635,0,1,0,2,2,3,True,False,False
-0.3147718785680946,1,0.19883764443428553,9,-1.2277389666669953,2,0,0,-0.2182931417221253,0,1,1,2,2,3,True,False,False
0.2647284281904725,1,-0.46845994666645246,1,-0.21644384788625723,1,1,1,-1.0664530574218196,0,2,0,1,1,0,True,False,False
-0.811486427218295,0,-1.231085765067296,4,0.668180787179915,2,0,0,-0.7184126229504344,0,0,0,1,1,2,False,True,False
0.18194267008210577,0,0.7708070082349181,7,0.4849343650936611,1,0,1,0.9975846150504181,1,1,1,1,2,3,False,True,False
0.46134460369784347,0,0.6754787809348127,7,-0.4341453031841425,1,1,0,0.5585785771841618,0,2,1,1,2,3,True,False,False
0.823532295421948,1,-0.5637881739665579,9,-1.2277389666669953,2,0,0,1.3251472805935325,0,2,0,2,2,3,False,False,True
